Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 12:00:45 EDT,2020-03-17,12:00:45,Link,501,136,30,329,3,1,1,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2959096544133085,Make your own hand sanitizer at home.,https://www.healthy-holistic-living.com/how-to-make-your-own-hand-sanitizer-and-cleaning-wipes/?utm_source=HHL,,,How to Make Your Own Hand Sanitizer And Cleaning Wipes,"Experts still assure us that hand washing is the best way to avoid disease. And there’s a correct way to wash them, too.",,,,3
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,102154,110433,2020-03-17 11:26:34 EDT,2020-03-17,11:26:34,Link,379,271,23,52,31,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2585792145001524,"It's nice to see that not everyone is buying the ongoing Pharma propaganda campaign portraying Gardasil, like all vaccines, as ""safe and effective."" Thanks as always to Sharyl Attkisson for being a true investigative journalist.",https://sharylattkisson.com/2020/03/analysis-gardasil-and-other-hpv-cervical-cancer-vaccine-safety-studies-allegedly-were-inadequate/,,,sharylattkisson.com,,,,,1.3
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 11:01:05 EDT,2020-03-17,11:01:05,Link,154,76,4,65,8,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2960626877313385,Currently in the world there are an astounding 350 million people who are suffering from some form of depression. That’s 5% of the world population.,https://www.healthy-holistic-living.com/magnesium-treats-depression-better-antidepressant-drugs.html?utm_source=HHL,,,Study Finds Magnesium Treats Mild-To-Moderate Depression Without the Side Effects of Drugs,"Taking your daily dose of magnesium can really help improve your mental health as well as your physical health. Not only is magnesium great for helping with depression, but magnesium has a whole list of other wonderful benefits.",,,,-1.08
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,29442,30352,2020-03-17 10:13:28 EDT,2020-03-17,10:13:28,Photo,"1,190",695,124,151,206,3,10,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1867391323396443,Detoxing your body is a great way to press the reset button on your health. Ramp up to our 2020 Detox Sale and download our FREE Detox Guide today!,https://www.facebook.com/earthley/photos/a.749202208548699/1867391166729792/?type=3,,,,,,,,1.74
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 10:00:46 EDT,2020-03-17,10:00:46,Native Video,210,107,2,69,22,10,0,0,0,0,share,No,14228,15249185,0,00:03:21,https://www.facebook.com/healthyholisticliving/posts/2960513170658089,It's almost like a steampunk park!,https://www.facebook.com/ZoominLocalHeroes/videos/1626860284017831/,,,Zoomin Local Heroes,"Meet Bruno, the Italian grandpa who's dedicating the rest of his life to the creation of the world's first electricity-free amusement park 😯🙌",,,,1.5
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 09:00:25 EDT,2020-03-17,09:00:25,Link,256,140,6,36,70,3,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2959096010799805,‘We shine our best in the darkness.’ 💜,https://www.healthy-holistic-living.com/deserted-italian-street-under-quarantine-rings-out-with-song-as-people-lean-from-windows-to-sing-together-during-lockdown/?utm_source=HHL,,,Deserted Italian street rings out with songs as people lean from windows to sing together during lockdown.,"As Covid-19 continues it's course, quarantine and lockdown remain effective means of slowing the spread.",,,,1.53
Holistic Hilda,HolisticHilda,985921748210269,PODCAST,,Do you want to improve your health w/o fancy shakes or flashy programs? Holistic Hilda is an expert on ancestral health practices & she can show you how to nurture wellbeing the natural way.,2020-05-01 19:32:09 EDT,N/A,N/A,2020-03-17 08:56:16 EDT,2020-03-17,08:56:16,Live Video Complete,18,12,1,2,3,0,0,0,0,0,owned,Yes,190,252,0,00:13:47,https://www.facebook.com/HolisticHilda/posts/411519366379004,"Every day , at 9 am EDT, I am offering movement and motivation. Join me!",https://www.facebook.com/HolisticHilda/videos/411519366379004/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252Flogin%25252F%25253Fnext%25253Dhttps%2525253A%2525252F%2525252Fwww.facebook.com%2525252Flogin%2525252F%2525253Fnext%2525253Dhttps%252525253A%252525252F%252525252Fwww.facebook.com%252525252Flogin%252525252F%252525253Fnext%252525253Dhttps%25252525253A%25252525252F%25252525252Fwww.facebook.com%25252525252Flogin%25252525252F%25252525253Fnext%25252525253Dhttps%2525252525253A%2525252525252F%2525252525252Fwww.facebook.com%2525252525252Flogin%2525252525252F%2525252525253Fnext%2525252525253Dhttps%252525252525253A%252525252525252F%252525252525252Fwww.facebook.com%252525252525252Flogin%252525252525252F%252525252525253Fnext%252525252525253Dhttps%25252525252525253A%25252525252525252F%25252525252525252Fwww.facebook.com%25252525252525252Flogin%25252525252525252F%25252525252525253Fnext%25252525252525253Dhttps%2525252525252525253A%2525252525252525252F%2525252525252525252Fwww.facebook.com%2525252525252525252FHolisticHilda%2525252525252525252Fvideos%2525252525252525252F411519366379004%2525252525252525252F,,,,,,,0.95
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,29442,30352,2020-03-17 08:32:21 EDT,2020-03-17,08:32:21,Link,15,8,2,1,3,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1864574217011487,"Families dealing with vaccine injury, we see you. In the aftermath of an injury, there's often not much support. Many deny that it even happens. Others demand that you simply ""accept"" your child and not try to help them (even when you *know* the difference in functioning). But there are ways to help, to reduce the burden of heavy metals and toxicity, and to help your child feel better. Check out our free guide: https://www.earthley.com/product/vaccine-detox-protocol-packet/",https://www.earthley.com/product/vaccine-detox-protocol-packet/,,,Vaccine Detox Protocol Packet - Earthley,Learn the steps that you can take to support your body after a vaccine and how to detox heavy metals and bacteria. A 12+ page digital download... FREE!,,,,-26.6
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 07:00:22 EDT,2020-03-17,07:00:22,Photo,167,110,4,35,17,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2960191920690214,Happiness is..,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2477952902259901/?type=3,,"""IF YOU HAVE HEALTH, YOU PROBABLY WILL BE HAPPY, AND IF YOU HAVE HEALTH AND HAPPINESS, YOU HAVE THE WEALTH YOU NEED, EVEN IF IT IS NOT ALL YOU WANT."" -ELBERT HUBBARD JUICING VEGETABLES #ORGANIFI",Juicing Vegetables,,,,,-8.9
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 06:00:36 EDT,2020-03-17,06:00:36,Link,"2,097",530,16,1495,47,8,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2958761677499905,Keep your brain occupied while in quarantine!,http://mcn.edu/a-guide-to-virtual-museum-resources/,,,"The Ultimate Guide to Virtual Museum Resources, E-Learning, and Online Collections","    In the blink of an eye, once-crowded museums sit empty. We’re preparing ourselves for social distancing and potential quarantine.",,,,12.56
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 05:00:00 EDT,2020-03-17,05:00:00,Photo,"2,683",1097,49,842,32,5,655,3,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2932390730137000,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/2932390286803711/?type=3,,,,,,,,1.8
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 04:00:41 EDT,2020-03-17,04:00:41,Photo,"1,030",581,11,367,71,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2959179860791420,,https://www.facebook.com/nordicnaturals/photos/a.304118439613611/4133024246722992/?type=3,,"Health is not just about what you're eating or doing. It's also about what you're thinking, feeling and saying. Look after yourself. INSTAGRAM OGVOQUOTES",Nordic Naturals,📸_ @gvoquotes,,,,-1.44
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 03:00:06 EDT,2020-03-17,03:00:06,Native Video,141,59,2,75,2,2,0,1,0,0,share,No,9705,171956,0,00:02:44,https://www.facebook.com/healthyholisticliving/posts/2959840544058685,Got Inflammation?,https://www.facebook.com/AskDrNandi/videos/461003491100509/,,,"Partha Nandi, MD","What causes Inflammation? Learn more about the Causes, Symptoms and Solutions for Chronic Inflammation here
https://askdrnandi.com/chronic-inflammation-causes-symptoms-and-treatment/",,,,1.01
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 02:00:06 EDT,2020-03-17,02:00:06,Photo,149,98,5,28,18,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2959765597399513,Being Healthy is important in happiness.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2477951608926697/?type=3,,"""HAPPINESS LIES, FIRST OF ALL, IN HEALTH."" GEORGE WILLIAM CURTIS JUICING VEGETABLES #ORGANIFI",Juicing Vegetables,,,,,-9.98
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-17 00:01:11 EDT,2020-03-17,00:01:11,Link,108,27,19,33,0,21,7,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2943181445724595,An MIT model predicted when and how human civilization would collapse. Spoiler: it's sooner than you think...,https://expand-your-consciousness.com/in-1970-a-computer-model-at-mit-started-crunching-numbers-to-predict-when-civilization-will-collapse/,,,"In 1970, a Computer Model at MIT Started Crunching Numbers to Predict When Civilization Will Collapse",An MIT model predicted when and how human civilization would collapse. Hint: it's...,,,,-1.55
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-16 23:00:11 EDT,2020-03-17,23:00:11,Photo,180,122,3,38,17,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2959518720757534,I don't want how that makes me feel.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2470702049651653/?type=3,,"EATING HEALTHY GETS EASIER WHEN YOU SHIFT FROM ""I CAN'T HAVE THAT' TO ""I DON'T WANT THAT"" JUICING VEGETABLES #ORGANIFI",Juicing Vegetables,,,,,-8.26
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912147,1876341,2020-03-16 22:00:20 EDT,2020-03-17,22:00:20,Link,"5,281",1358,137,3712,62,5,2,1,4,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2959106634132076,Need disinfecting wipes? Make them at home.,https://www.healthy-holistic-living.com/diy-disinfecting-wipes/?utm_source=HHL,,,DIY Disinfecting Wipes You Can Make At Home! - Healthy Holistic Living,"Go and make DIY disinfecting wipes right at home. You will know what goes in them, so you will know what’s really cleaning up your home.",,,,31.62
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,29442,30352,2020-03-16 20:37:00 EDT,2020-03-17,20:37:00,Photo,58,12,44,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1864595743676001,What is your plan? How are you holding up?,https://www.facebook.com/earthley/photos/a.749202208548699/1864595427009366/?type=3,,,,,,,,-11.76
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912103,1876271,2020-03-16 20:00:11 EDT,2020-03-17,20:00:11,Link,275,105,4,156,2,7,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2948431821866224,"Ohio State University researchers have concluded that in toddlers, gut bacteria affects "" mood, curiosity, sociability, impulsivity, and — in boys — extroversion.""",https://www.healthy-holistic-living.com/the-link-between-gut-bacteria-and-your-kids-behavior-just-got-stronger-2/?utm_source=HHL,,,The Link Between Gut Bacteria And Your Kid’s Behavior Just Got Stronger,"Sometimes you might find yourself asking “what’s wrong with my kid’s behavior?” Well as it turns out, the bigger question could just be “what’s wrong with my kid’s gut bacteria?”",,,,1.65
